text,label
"Nobody likes you, irrelevant.",1
Well done on your achievement.,0
"Nobody likes you, basic.",1
Your life is pathetic.,1
That was a very kind thing to do. :),0
You inspire me every day. Really!,0
"Just disappear, you repulsive weirdo.",1
You are so crazy it's embarrassing.,1
You should be proud of yourself. I mean it.,0
Keep up the good work! No doubt.,0
"You deserve nothing, you fat rat.",1
Keep up the good work! :),0
You're so creative and thoughtful. :),0
Everyone thinks you're man.,1
You have such a positive energy. No doubt.,0
Everyone thinks you're horrible.,1
I'm lucky to know you. I mean it.,0
"I hate you so much, you useless.",1
You're too terrible to understand anything.,1
"I hate you so much, you you.",1
Everyone thinks you're repulsive.,1
Everyone appreciates what you do.,0
You made this project much better. I mean it.,0
You should be proud of yourself. 100%.,0
Your life is weird.,1
You always bring out the best in others. 100%.,0
I really appreciate your help.,0
You are the most fake person I know.,1
You're too irrelevant to understand anything.,1
That idea you had was brilliant. For real.,0
That was an amazing presentation. For real.,0
"No one wants you around, toxic.",1
You're so toxic and pathetic.,1
You handled that so well.,0
You made this project much better. I mean it.,0
You made my day so much better. Seriously.,0
You should be proud of yourself. :),0
"Go away, you irrelevant loser.",1
You are so cringe it's embarrassing.,1
I'm really glad you're on the team. Seriously.,0
I'm really glad you're on the team. No doubt.,0
"Everyone laughs at you behind your back, girl.",1
You man piece of trash.,1
You are the most embarrassing person I know.,1
Thanks for your patience and understanding. :),0
You're too stupid to understand anything.,1
Thanks for always being there for me. No doubt.,0
"Just disappear, you boy weirdo.",1
You're too dumb to understand anything.,1
You're a complete awful failure.,1
That idea you had was brilliant. :),0
Your hard work is really paying off.,0
You always know the right thing to say. I mean it.,0
Well done on your achievement. :),0
You're too ugly to understand anything.,1
"You will never be good enough, you fat idiot.",1
You are such a fake.,1
Everyone thinks you're nasty.,1
"You will never be good enough, you toxic idiot.",1
I think you're doing an awesome job. No doubt.,0
Thanks for always being there for me. I mean it.,0
You are so toxic it's embarrassing.,1
You are so lame it's embarrassing.,1
You're too pal to understand anything.,1
I'm lucky to know you. 100%.,0
"Stop existing, you repulsive waste.",1
You're too dumb to understand anything.,1
"Stop existing, you nasty waste.",1
You are beyond disgusting.,1
"You will never be good enough, you cringe idiot.",1
That was an amazing presentation. For real.,0
"I hate you so much, you girl.",1
"Just disappear, you girl weirdo.",1
You are such a good friend. :),0
You are beyond boy.,1
That was a very kind thing to do. For real.,0
You have such a positive energy. No doubt.,0
"No one wants you around, toxic.",1
You made my day so much better. :),0
You should be proud of yourself. Really!,0
I love spending time with you. No doubt.,0
You're too embarrassing to understand anything.,1
"No one wants you around, toxic.",1
You have such a positive energy. Really!,0
"Stop existing, you toxic waste.",1
You are so talented and kind. :),0
I'm lucky to know you. Seriously.,0
Your life is awful.,1
I'm really glad you're on the team. No doubt.,0
I really appreciate your help. Really!,0
Thanks for your patience and understanding. :),0
Your feedback was really helpful. 100%.,0
You are beyond pitiful.,1
You should be proud of yourself. Seriously.,0
Keep up the good work! For real.,0
"You make everyone sick, you basic freak.",1
You made my day so much better. No doubt.,0
Thanks for your patience and understanding. I mean it.,0
Everyone thinks you're dumb.,1
You're too cringe to understand anything.,1
That was an amazing presentation. For real.,0
You have such a positive energy.,0
You are such a pitiful.,1
Keep up the good work! 100%.,0
You are so talented and kind. No doubt.,0
Your smile is contagious! 100%.,0
"You make everyone sick, you vile freak.",1
You are so boring it's embarrassing.,1
"Go away, you bro loser.",1
Thanks for always being there for me. No doubt.,0
"Everyone laughs at you behind your back, boy.",1
I'm really glad you're on the team. No doubt.,0
I love spending time with you.,0
"No one wants you around, man.",1
You are so talented and kind. For real.,0
"Just disappear, you terrible weirdo.",1
Your life is boy.,1
"You deserve nothing, you kid rat.",1
"Nobody likes you, cringe.",1
You always bring out the best in others. No doubt.,0
"I hate you so much, you obnoxious.",1
I love how dedicated you are.,0
You did a great job today! For real.,0
"No one wants you around, girl.",1
"Everyone laughs at you behind your back, bro.",1
Everyone thinks you're girl.,1
"Just disappear, you stupid weirdo.",1
Keep up the good work! Seriously.,0
"No one wants you around, pal.",1
You're so hopeless and pathetic.,1
I'm really glad you're on the team. 100%.,0
I really appreciate your help. :),0
You always bring out the best in others. Seriously.,0
Keep up the good work! I mean it.,0
I'm lucky to know you. No doubt.,0
"Just disappear, you pal weirdo.",1
"No one wants you around, pathetic.",1
Your life is vile.,1
You made my day so much better. :),0
"Stop existing, you disgusting waste.",1
Your smile is contagious! For real.,0
You're too annoying to understand anything.,1
You are so pitiful it's embarrassing.,1
You inspire me every day. :),0
You are genuinely one of the best people I know. No doubt.,0
Your feedback was really helpful. Really!,0
You girl piece of trash.,1
"Nobody likes you, annoying.",1
"Go away, you stupid loser.",1
You should be proud of yourself. I mean it.,0
I'm really glad you're on the team. Seriously.,0
That idea you had was brilliant. No doubt.,0
"I hate you so much, you girl.",1
"I hate you so much, you kid.",1
You should be proud of yourself. No doubt.,0
Your hard work is really paying off. I mean it.,0
You always bring out the best in others. Seriously.,0
I think you're doing an awesome job. Seriously.,0
I really appreciate your help. Really!,0
You always know the right thing to say. For real.,0
Your hard work is really paying off. Seriously.,0
That idea you had was brilliant. Really!,0
"Nobody likes you, disgusting.",1
I love how dedicated you are. No doubt.,0
"You make everyone sick, you nasty freak.",1
You're too bro to understand anything.,1
"You make everyone sick, you useless freak.",1
You are the most stupid person I know.,1
You are such a good friend. :),0
Thanks for your patience and understanding. Seriously.,0
I really appreciate your help.,0
"I hate you so much, you worthless.",1
"Go away, you pal loser.",1
You are genuinely one of the best people I know. I mean it.,0
You're so bro and pathetic.,1
You are so man it's embarrassing.,1
Thanks for your patience and understanding. I mean it.,0
You always bring out the best in others. No doubt.,0
You are the most obnoxious person I know.,1
Everyone appreciates what you do. Really!,0
You're a complete gross failure.,1
Thanks for always being there for me. Seriously.,0
You should be proud of yourself. Seriously.,0
You are beyond weird.,1
You are beyond ridiculous.,1
"You will never be good enough, you fat idiot.",1
"No one wants you around, irrelevant.",1
"You will never be good enough, you crazy idiot.",1
You should be proud of yourself. :),0
I'm lucky to know you. Really!,0
You made my day so much better. No doubt.,0
That was an amazing presentation. For real.,0
"No one wants you around, useless.",1
You are such a good friend. 100%.,0
"No one wants you around, mate.",1
You did a great job today!,0
You are genuinely one of the best people I know. No doubt.,0
"Everyone laughs at you behind your back, girl.",1
You always know the right thing to say. No doubt.,0
You're so pitiful and pathetic.,1
You're so creative and thoughtful. :),0
You're too ridiculous to understand anything.,1
I love spending time with you. No doubt.,0
You handled that so well. For real.,0
You're too pitiful to understand anything.,1
Your feedback was really helpful. Really!,0
Your life is ugly.,1
You are beyond dumb.,1
"You deserve nothing, you bro rat.",1
"You make everyone sick, you crazy freak.",1
You are so pathetic it's embarrassing.,1
"Everyone laughs at you behind your back, crazy.",1
You are so talented and kind. :),0
You always bring out the best in others. For real.,0
"You make everyone sick, you annoying freak.",1
You're so vile and pathetic.,1
You inspire me every day.,0
"Everyone laughs at you behind your back, basic.",1
Thanks for always being there for me. I mean it.,0
You inspire me every day. No doubt.,0
"No one wants you around, ridiculous.",1
Well done on your achievement. Really!,0
"I hate you so much, you pitiful.",1
"No one wants you around, fat.",1
You're so you and pathetic.,1
You always bring out the best in others. I mean it.,0
You are the most worthless person I know.,1
You inspire me every day. 100%.,0
